solver,seed,instance,V,E,best_lb,best_ub,gap,status
deep-v10,2,T1_800_0_2.wclq,800,799,8237,8642,0.049168,OK
deep-v10,2,T1_800_0_8.wclq,800,799,8194,8451,0.031364,OK
deep-v10,2,T1_800_10000_4.wclq,800,10000,679,1404,1.067747,OK
deep-v10,2,T1_800_1000_0.wclq,800,1000,7255,7738,0.066575,OK
deep-v10,2,T1_800_1000_6.wclq,800,1000,7333,7687,0.048275,OK
deep-v10,2,T1_800_2000_2.wclq,800,2000,4495,5088,0.131924,OK
deep-v10,2,T1_800_2000_8.wclq,800,2000,4355,4965,0.140069,OK
deep-v10,2,T1_800_5000_4.wclq,800,5000,1558,2417,0.551348,OK
deep-v6,1,T1_1000_10000_0.wclq,1000,10000,1139,2093,0.837577,OK
deep-v6,1,T1_1000_10000_6.wclq,1000,10000,1133,2129,0.879082,OK
deep-v6,1,T1_1000_1000_2.wclq,1000,1000,10318,10773,0.044098,OK
deep-v6,1,T1_1000_1000_8.wclq,1000,1000,10166,10606,0.043282,OK
deep-v6,1,T1_1000_15000_4.wclq,1000,15000,688,1522,1.212209,OK
deep-v6,1,T1_1000_20000_0.wclq,1000,20000,463,1205,1.602592,OK
deep-v6,1,T1_1000_20000_6.wclq,1000,20000,494,1215,1.459514,OK
deep-v6,1,T1_1000_5000_2.wclq,1000,5000,2648,3675,0.38784,OK
deep-v6,1,T1_1000_5000_8.wclq,1000,5000,2564,3604,0.405616,OK
deep-v6,1,T1_100_1000_4.wclq,100,1000,126,211,0.674603,OK
deep-v6,1,T1_100_100_0.wclq,100,100,1099,1136,0.033667,OK
deep-v6,1,T1_100_100_6.wclq,100,100,1038,1052,0.013487,OK
deep-v6,1,T1_100_2000_2.wclq,100,2000,47,105,1.234043,OK
deep-v6,1,T1_100_2000_8.wclq,100,2000,48,114,1.375,OK
deep-v6,1,T1_100_250_4.wclq,100,250,522,590,0.130268,OK
deep-v6,1,T1_100_500_0.wclq,100,500,277,381,0.375451,OK
deep-v6,1,T1_100_500_6.wclq,100,500,266,347,0.304511,OK
deep-v6,1,T1_100_750_2.wclq,100,750,191,242,0.267016,OK
deep-v6,1,T1_100_750_8.wclq,100,750,162,267,0.648148,OK
deep-v6,1,T1_150_1000_4.wclq,150,1000,301,433,0.438538,OK
deep-v6,1,T1_150_150_0.wclq,150,150,1602,1667,0.040574,OK
deep-v6,1,T1_150_150_6.wclq,150,150,1559,1615,0.03592,OK
deep-v6,1,T1_150_2000_2.wclq,150,2000,136,248,0.823529,OK
deep-v6,1,T1_150_2000_8.wclq,150,2000,126,258,1.047619,OK
deep-v6,1,T1_150_250_4.wclq,150,250,1131,1212,0.071618,OK
deep-v6,1,T1_150_3000_0.wclq,150,3000,80,180,1.25,OK
deep-v6,1,T1_150_3000_6.wclq,150,3000,76,166,1.184211,OK
deep-v6,1,T1_150_500_2.wclq,150,500,623,757,0.215088,OK
deep-v6,1,T1_150_500_8.wclq,150,500,625,759,0.2144,OK
deep-v6,1,T1_150_750_4.wclq,150,750,407,549,0.348894,OK
deep-v6,1,T1_200_1000_0.wclq,200,1000,556,728,0.309353,OK
deep-v6,1,T1_200_1000_6.wclq,200,1000,532,716,0.345865,OK
deep-v6,1,T1_200_2000_2.wclq,200,2000,245,408,0.665306,OK
deep-v6,1,T1_200_2000_8.wclq,200,2000,231,416,0.800866,OK
deep-v6,1,T1_200_250_4.wclq,200,250,1839,1894,0.029908,OK
deep-v6,1,T1_200_3000_0.wclq,200,3000,147,296,1.013605,OK
deep-v6,1,T1_200_3000_6.wclq,200,3000,145,282,0.944828,OK
deep-v6,1,T1_200_500_2.wclq,200,500,1124,1280,0.13879,OK
deep-v6,1,T1_200_500_8.wclq,200,500,1079,1230,0.139944,OK
deep-v6,1,T1_200_750_4.wclq,200,750,714,897,0.256303,OK
deep-v6,1,T1_250_1000_0.wclq,250,1000,894,1109,0.240492,OK
deep-v6,1,T1_250_1000_6.wclq,250,1000,840,1057,0.258333,OK
deep-v6,1,T1_250_2000_2.wclq,250,2000,398,638,0.603015,OK
deep-v6,1,T1_250_2000_8.wclq,250,2000,378,617,0.632275,OK
deep-v6,1,T1_250_250_4.wclq,250,250,2641,2711,0.026505,OK
deep-v6,1,T1_250_3000_0.wclq,250,3000,237,428,0.805907,OK
deep-v6,1,T1_250_3000_6.wclq,250,3000,236,456,0.932203,OK
deep-v6,1,T1_250_5000_2.wclq,250,5000,127,287,1.259843,OK
deep-v6,1,T1_250_5000_8.wclq,250,5000,128,289,1.257812,OK
deep-v6,1,T1_250_500_4.wclq,250,500,1765,1930,0.093484,OK
deep-v6,1,T1_250_750_0.wclq,250,750,1171,1384,0.181896,OK
deep-v6,1,T1_250_750_6.wclq,250,750,1139,1297,0.138718,OK
deep-v6,1,T1_300_1000_2.wclq,300,1000,1247,1504,0.206095,OK
deep-v6,1,T1_300_1000_8.wclq,300,1000,1221,1492,0.221949,OK
deep-v6,1,T1_300_2000_4.wclq,300,2000,569,888,0.560633,OK
deep-v6,1,T1_300_3000_0.wclq,300,3000,339,606,0.787611,OK
deep-v6,1,T1_300_3000_6.wclq,300,3000,334,625,0.871257,OK
deep-v6,1,T1_300_300_2.wclq,300,300,3170,3193,0.007256,OK
deep-v6,1,T1_300_300_8.wclq,300,300,3115,3167,0.016693,OK
deep-v6,1,T1_300_5000_4.wclq,300,5000,185,411,1.221622,OK
deep-v6,1,T1_300_500_0.wclq,300,500,2287,2480,0.08439,OK
deep-v6,1,T1_300_500_6.wclq,300,500,2221,2439,0.098154,OK
deep-v6,1,T1_300_750_2.wclq,300,750,1658,1892,0.141134,OK
deep-v6,1,T1_300_750_8.wclq,300,750,1627,1859,0.142594,OK
deep-v6,1,T1_500_10000_4.wclq,500,10000,249,587,1.35743,OK
deep-v6,1,T1_500_1000_0.wclq,500,1000,3259,3654,0.121203,OK
deep-v6,1,T1_500_1000_6.wclq,500,1000,3313,3631,0.095986,OK
deep-v6,1,T1_500_2000_2.wclq,500,2000,1791,2219,0.238973,OK
deep-v6,1,T1_500_2000_8.wclq,500,2000,1627,2128,0.307929,OK
deep-v6,1,T1_500_5000_4.wclq,500,5000,579,1055,0.822107,OK
deep-v6,1,T1_500_500_0.wclq,500,500,5185,5476,0.056123,OK
deep-v6,1,T1_500_500_6.wclq,500,500,5153,5320,0.032408,OK
deep-v6,1,T1_50_1000_2.wclq,0,0,21,41,0.952381,PARTIAL
deep-v6,1,T1_50_1000_8.wclq,50,1000,26,46,0.769231,OK
deep-v6,1,T1_50_100_4.wclq,50,100,317,356,0.123028,OK
deep-v6,1,T1_50_250_0.wclq,50,250,136,181,0.330882,OK
deep-v6,1,T1_50_250_6.wclq,50,250,130,163,0.253846,OK
deep-v6,1,T1_50_500_2.wclq,50,500,63,86,0.365079,OK
deep-v6,1,T1_50_500_8.wclq,50,500,58,96,0.655172,OK
deep-v6,1,T1_50_50_4.wclq,50,50,495,502,0.014141,OK
deep-v6,1,T1_50_750_0.wclq,50,750,38,69,0.815789,OK
deep-v6,1,T1_50_750_6.wclq,0,0,34,61,0.794118,PARTIAL
deep-v6,1,T1_800_0_2.wclq,800,799,8237,8639,0.048804,OK
deep-v6,1,T1_800_0_8.wclq,800,799,8194,8454,0.031731,OK
deep-v6,1,T1_800_10000_4.wclq,800,10000,678,1410,1.079646,OK
deep-v6,1,T1_800_1000_0.wclq,800,1000,7240,7738,0.068785,OK
deep-v6,1,T1_800_1000_6.wclq,800,1000,7313,7679,0.050048,OK
deep-v6,1,T1_800_2000_2.wclq,800,2000,4504,5089,0.129885,OK
deep-v6,1,T1_800_2000_8.wclq,800,2000,4336,4965,0.145065,OK
deep-v6,1,T1_800_5000_4.wclq,800,5000,1552,2406,0.550258,OK
deep-v6,2,T1_1000_10000_0.wclq,1000,10000,1115,2070,0.856502,OK
deep-v6,2,T1_1000_10000_6.wclq,1000,10000,1144,2120,0.853147,OK
deep-v6,2,T1_1000_1000_2.wclq,1000,1000,10318,10774,0.044195,OK
deep-v6,2,T1_1000_1000_8.wclq,1000,1000,10166,10606,0.043282,OK
deep-v6,2,T1_1000_15000_4.wclq,1000,15000,683,1520,1.225476,OK
deep-v6,2,T1_1000_20000_0.wclq,1000,20000,466,1204,1.583691,OK
deep-v6,2,T1_1000_20000_6.wclq,1000,20000,486,1221,1.512346,OK
deep-v6,2,T1_1000_5000_2.wclq,1000,5000,2642,3674,0.390613,OK
deep-v6,2,T1_1000_5000_8.wclq,1000,5000,2548,3603,0.41405,OK
deep-v6,2,T1_100_1000_4.wclq,100,1000,127,211,0.661417,OK
deep-v6,2,T1_100_100_0.wclq,100,100,1096,1136,0.036496,OK
deep-v6,2,T1_100_100_6.wclq,100,100,1048,1052,0.003817,OK
deep-v6,2,T1_100_2000_2.wclq,100,2000,48,105,1.1875,OK
deep-v6,2,T1_100_2000_8.wclq,100,2000,48,114,1.375,OK
deep-v6,2,T1_100_250_4.wclq,100,250,522,590,0.130268,OK
deep-v6,2,T1_100_500_0.wclq,100,500,284,381,0.341549,OK
deep-v6,2,T1_100_500_6.wclq,100,500,264,347,0.314394,OK
deep-v6,2,T1_100_750_2.wclq,100,750,192,242,0.260417,OK
deep-v6,2,T1_100_750_8.wclq,100,750,163,267,0.638037,OK
deep-v6,2,T1_150_1000_4.wclq,150,1000,299,433,0.448161,OK
deep-v6,2,T1_150_150_0.wclq,150,150,1605,1667,0.038629,OK
deep-v6,2,T1_150_150_6.wclq,150,150,1559,1615,0.03592,OK
deep-v6,2,T1_150_2000_2.wclq,150,2000,134,248,0.850746,OK
deep-v6,2,T1_150_2000_8.wclq,150,2000,125,258,1.064,OK
deep-v6,2,T1_150_250_4.wclq,150,250,1127,1212,0.075421,OK
deep-v6,2,T1_150_3000_0.wclq,150,3000,83,180,1.168675,OK
deep-v6,2,T1_150_3000_6.wclq,150,3000,76,166,1.184211,OK
deep-v6,2,T1_150_500_2.wclq,150,500,626,757,0.209265,OK
deep-v6,2,T1_150_500_8.wclq,150,500,629,759,0.206677,OK
deep-v6,2,T1_150_750_4.wclq,150,750,415,549,0.322892,OK
deep-v6,2,T1_200_1000_0.wclq,200,1000,558,728,0.304659,OK
deep-v6,2,T1_200_1000_6.wclq,200,1000,534,716,0.340824,OK
deep-v6,2,T1_200_2000_2.wclq,200,2000,253,408,0.612648,OK
deep-v6,2,T1_200_2000_8.wclq,200,2000,232,416,0.793103,OK
deep-v6,2,T1_200_250_4.wclq,200,250,1833,1894,0.033279,OK
deep-v6,2,T1_200_3000_0.wclq,200,3000,152,296,0.947368,OK
deep-v6,2,T1_200_3000_6.wclq,200,3000,137,282,1.058394,OK
deep-v6,2,T1_200_500_2.wclq,200,500,1117,1280,0.145927,OK
deep-v6,2,T1_200_500_8.wclq,200,500,1080,1230,0.138889,OK
deep-v6,2,T1_200_750_4.wclq,200,750,709,897,0.265162,OK
deep-v6,2,T1_250_1000_0.wclq,250,1000,898,1109,0.234967,OK
deep-v6,2,T1_250_1000_6.wclq,250,1000,851,1057,0.242068,OK
deep-v6,2,T1_250_2000_2.wclq,250,2000,396,638,0.611111,OK
deep-v6,2,T1_250_2000_8.wclq,250,2000,374,617,0.649733,OK
deep-v6,2,T1_250_250_4.wclq,250,250,2641,2711,0.026505,OK
deep-v6,2,T1_250_3000_0.wclq,250,3000,233,428,0.83691,OK
deep-v6,2,T1_250_3000_6.wclq,250,3000,239,456,0.90795,OK
deep-v6,2,T1_250_5000_2.wclq,250,5000,122,287,1.352459,OK
deep-v6,2,T1_250_5000_8.wclq,250,5000,126,289,1.293651,OK
deep-v6,2,T1_250_500_4.wclq,250,500,1761,1930,0.095968,OK
deep-v6,2,T1_250_750_0.wclq,250,750,1173,1386,0.181586,OK
deep-v6,2,T1_250_750_6.wclq,250,750,1140,1297,0.137719,OK
deep-v6,2,T1_300_1000_2.wclq,300,1000,1259,1504,0.194599,OK
deep-v6,2,T1_300_1000_8.wclq,300,1000,1233,1491,0.209246,OK
deep-v6,2,T1_300_2000_4.wclq,300,2000,568,888,0.56338,OK
deep-v6,2,T1_300_3000_0.wclq,300,3000,339,606,0.787611,OK
deep-v6,2,T1_300_3000_6.wclq,300,3000,341,625,0.832845,OK
deep-v6,2,T1_300_300_2.wclq,300,300,3170,3193,0.007256,OK
deep-v6,2,T1_300_300_8.wclq,300,300,3115,3167,0.016693,OK
deep-v6,2,T1_300_5000_4.wclq,300,5000,187,411,1.197861,OK
deep-v6,2,T1_300_500_0.wclq,300,500,2299,2480,0.07873,OK
deep-v6,2,T1_300_500_6.wclq,300,500,2229,2439,0.094213,OK
deep-v6,2,T1_300_750_2.wclq,300,750,1648,1892,0.148058,OK
deep-v6,2,T1_300_750_8.wclq,300,750,1629,1859,0.141191,OK
deep-v6,2,T1_500_10000_4.wclq,500,10000,247,587,1.376518,OK
deep-v6,2,T1_500_1000_0.wclq,500,1000,3279,3654,0.114364,OK
deep-v6,2,T1_500_1000_6.wclq,500,1000,3308,3638,0.099758,OK
deep-v6,2,T1_500_2000_2.wclq,500,2000,1800,2219,0.232778,OK
deep-v6,2,T1_500_2000_8.wclq,500,2000,1648,2129,0.291869,OK
deep-v6,2,T1_500_5000_4.wclq,500,5000,580,1055,0.818966,OK
deep-v6,2,T1_500_500_0.wclq,500,500,5169,5476,0.059393,OK
deep-v6,2,T1_500_500_6.wclq,500,500,5153,5320,0.032408,OK
deep-v6,2,T1_50_1000_2.wclq,0,0,21,41,0.952381,PARTIAL
deep-v6,2,T1_50_1000_8.wclq,50,1000,26,46,0.769231,OK
deep-v6,2,T1_50_100_4.wclq,50,100,319,356,0.115987,OK
deep-v6,2,T1_50_250_0.wclq,50,250,137,181,0.321168,OK
deep-v6,2,T1_50_250_6.wclq,50,250,129,163,0.263566,OK
deep-v6,2,T1_50_500_2.wclq,50,500,62,86,0.387097,OK
deep-v6,2,T1_50_500_8.wclq,50,500,56,96,0.714286,OK
deep-v6,2,T1_50_50_4.wclq,50,50,495,502,0.014141,OK
deep-v6,2,T1_50_750_0.wclq,50,750,38,69,0.815789,OK
deep-v6,2,T1_50_750_6.wclq,0,0,34,61,0.794118,PARTIAL
deep-v6,2,T1_800_0_2.wclq,800,799,8237,8641,0.049047,OK
deep-v6,2,T1_800_0_8.wclq,800,799,8194,8448,0.030998,OK
deep-v6,2,T1_800_10000_4.wclq,800,10000,679,1417,1.086892,OK
deep-v6,2,T1_800_1000_0.wclq,800,1000,7235,7738,0.069523,OK
deep-v6,2,T1_800_1000_6.wclq,800,1000,7313,7686,0.051005,OK
deep-v6,2,T1_800_2000_2.wclq,800,2000,4493,5088,0.132428,OK
deep-v6,2,T1_800_2000_8.wclq,800,2000,4355,4962,0.13938,OK
deep-v6,2,T1_800_5000_4.wclq,800,5000,1558,2413,0.54878,OK
dual-fast,1,T1_1000_10000_0.wclq,1000,10000,1078,2078,0.927644,OK
dual-fast,1,T1_1000_10000_6.wclq,1000,10000,1068,2121,0.985955,OK
dual-fast,1,T1_1000_1000_2.wclq,1000,1000,10433,10786,0.033835,OK
dual-fast,1,T1_1000_1000_8.wclq,1000,1000,10289,10606,0.03081,OK
dual-fast,1,T1_1000_15000_4.wclq,1000,15000,650,1512,1.326154,OK
dual-fast,1,T1_1000_20000_0.wclq,1000,20000,453,1202,1.653422,OK
dual-fast,1,T1_1000_20000_6.wclq,1000,20000,453,1215,1.682119,OK
dual-fast,1,T1_1000_5000_2.wclq,1000,5000,2549,3679,0.443311,OK
dual-fast,1,T1_1000_5000_8.wclq,1000,5000,2492,3614,0.450241,OK
dual-fast,1,T1_100_1000_4.wclq,100,1000,115,211,0.834783,OK
dual-fast,1,T1_100_100_0.wclq,100,100,1110,1136,0.023423,OK
dual-fast,1,T1_100_100_6.wclq,100,100,1049,1052,0.00286,OK
dual-fast,1,T1_100_2000_2.wclq,100,2000,45,105,1.333333,OK
dual-fast,1,T1_100_2000_8.wclq,100,2000,48,114,1.375,OK
dual-fast,1,T1_100_250_4.wclq,100,250,515,590,0.145631,OK
dual-fast,1,T1_100_500_0.wclq,100,500,273,381,0.395604,OK
dual-fast,1,T1_100_500_6.wclq,100,500,251,347,0.38247,OK
dual-fast,1,T1_100_750_2.wclq,100,750,186,242,0.301075,OK
dual-fast,1,T1_100_750_8.wclq,100,750,161,267,0.658385,OK
dual-fast,1,T1_150_1000_4.wclq,150,1000,289,433,0.49827,OK
dual-fast,1,T1_150_150_0.wclq,150,150,1627,1667,0.024585,OK
dual-fast,1,T1_150_150_6.wclq,150,150,1596,1615,0.011905,OK
dual-fast,1,T1_150_2000_2.wclq,150,2000,133,248,0.864662,OK
dual-fast,1,T1_150_2000_8.wclq,150,2000,121,258,1.132231,OK
dual-fast,1,T1_150_250_4.wclq,150,250,1138,1212,0.065026,OK
dual-fast,1,T1_150_3000_0.wclq,150,3000,75,180,1.4,OK
dual-fast,1,T1_150_3000_6.wclq,150,3000,70,166,1.371429,OK
dual-fast,1,T1_150_500_2.wclq,150,500,620,757,0.220968,OK
dual-fast,1,T1_150_500_8.wclq,150,500,613,759,0.238173,OK
dual-fast,1,T1_150_750_4.wclq,150,750,392,549,0.40051,OK
dual-fast,1,T1_200_1000_0.wclq,200,1000,542,728,0.343173,OK
dual-fast,1,T1_200_1000_6.wclq,200,1000,520,716,0.376923,OK
dual-fast,1,T1_200_2000_2.wclq,200,2000,231,408,0.766234,OK
dual-fast,1,T1_200_2000_8.wclq,200,2000,220,416,0.890909,OK
dual-fast,1,T1_200_250_4.wclq,200,250,1856,1894,0.020474,OK
dual-fast,1,T1_200_3000_0.wclq,200,3000,134,296,1.208955,OK
dual-fast,1,T1_200_3000_6.wclq,200,3000,133,282,1.120301,OK
dual-fast,1,T1_200_500_2.wclq,200,500,1126,1280,0.136767,OK
dual-fast,1,T1_200_500_8.wclq,200,500,1091,1230,0.127406,OK
dual-fast,1,T1_200_750_4.wclq,200,750,695,897,0.290647,OK
dual-fast,1,T1_250_1000_0.wclq,250,1000,889,1109,0.247469,OK
dual-fast,1,T1_250_1000_6.wclq,250,1000,823,1057,0.284326,OK
dual-fast,1,T1_250_2000_2.wclq,250,2000,387,638,0.648579,OK
dual-fast,1,T1_250_2000_8.wclq,250,2000,359,617,0.718663,OK
dual-fast,1,T1_250_250_4.wclq,250,250,2660,2711,0.019173,OK
dual-fast,1,T1_250_3000_0.wclq,250,3000,231,428,0.852814,OK
dual-fast,1,T1_250_3000_6.wclq,250,3000,232,456,0.965517,OK
dual-fast,1,T1_250_5000_2.wclq,250,5000,126,287,1.277778,OK
dual-fast,1,T1_250_5000_8.wclq,250,5000,116,289,1.491379,OK
dual-fast,1,T1_250_500_4.wclq,250,500,1761,1930,0.095968,OK
dual-fast,1,T1_250_750_0.wclq,250,750,1171,1384,0.181896,OK
dual-fast,1,T1_250_750_6.wclq,250,750,1137,1297,0.140721,OK
dual-fast,1,T1_300_1000_2.wclq,300,1000,1230,1504,0.222764,OK
dual-fast,1,T1_300_1000_8.wclq,300,1000,1208,1491,0.234272,OK
dual-fast,1,T1_300_2000_4.wclq,300,2000,540,888,0.644444,OK
dual-fast,1,T1_300_3000_0.wclq,300,3000,322,606,0.881988,OK
dual-fast,1,T1_300_3000_6.wclq,300,3000,326,625,0.917178,OK
dual-fast,1,T1_300_300_2.wclq,300,300,3179,3193,0.004404,OK
dual-fast,1,T1_300_300_8.wclq,300,300,3129,3167,0.012144,OK
dual-fast,1,T1_300_5000_4.wclq,300,5000,179,411,1.296089,OK
dual-fast,1,T1_300_500_0.wclq,300,500,2287,2480,0.08439,OK
dual-fast,1,T1_300_500_6.wclq,300,500,2259,2439,0.079681,OK
dual-fast,1,T1_300_750_2.wclq,300,750,1663,1892,0.137703,OK
dual-fast,1,T1_300_750_8.wclq,300,750,1606,1859,0.157534,OK
dual-fast,1,T1_500_10000_4.wclq,500,10000,241,587,1.435685,OK
dual-fast,1,T1_500_1000_0.wclq,500,1000,3293,3654,0.109626,OK
dual-fast,1,T1_500_1000_6.wclq,500,1000,3307,3641,0.100998,OK
dual-fast,1,T1_500_2000_2.wclq,500,2000,1792,2219,0.238281,OK
dual-fast,1,T1_500_2000_8.wclq,500,2000,1621,2128,0.31277,OK
dual-fast,1,T1_500_5000_4.wclq,500,5000,565,1055,0.867257,OK
dual-fast,1,T1_500_500_0.wclq,500,500,5276,5476,0.037908,OK
dual-fast,1,T1_500_500_6.wclq,500,500,5269,5320,0.009679,OK
dual-fast,1,T1_50_1000_2.wclq,50,1000,21,41,0.952381,OK
dual-fast,1,T1_50_1000_8.wclq,50,1000,26,46,0.769231,OK
dual-fast,1,T1_50_100_4.wclq,50,100,321,356,0.109034,OK
dual-fast,1,T1_50_250_0.wclq,50,250,130,181,0.392308,OK
dual-fast,1,T1_50_250_6.wclq,50,250,122,163,0.336066,OK
dual-fast,1,T1_50_500_2.wclq,50,500,60,86,0.433333,OK
dual-fast,1,T1_50_500_8.wclq,50,500,57,96,0.684211,OK
dual-fast,1,T1_50_50_4.wclq,50,50,496,502,0.012097,OK
dual-fast,1,T1_50_750_0.wclq,50,750,38,69,0.815789,OK
dual-fast,1,T1_50_750_6.wclq,50,750,34,61,0.794118,OK
dual-fast,1,T1_800_0_2.wclq,800,799,8362,8635,0.032648,OK
dual-fast,1,T1_800_0_8.wclq,800,799,8268,8453,0.022375,OK
dual-fast,1,T1_800_10000_4.wclq,800,10000,658,1409,1.141337,OK
dual-fast,1,T1_800_1000_0.wclq,800,1000,7362,7740,0.051345,OK
dual-fast,1,T1_800_1000_6.wclq,800,1000,7377,7679,0.040938,OK
dual-fast,1,T1_800_2000_2.wclq,800,2000,4477,5090,0.136922,OK
dual-fast,1,T1_800_2000_8.wclq,800,2000,4311,4964,0.151473,OK
dual-fast,1,T1_800_5000_4.wclq,800,5000,1462,2407,0.646375,OK
dual-fast,2,T1_1000_10000_0.wclq,1000,10000,1082,2093,0.934381,OK
dual-fast,2,T1_1000_10000_6.wclq,1000,10000,1090,2118,0.943119,OK
dual-fast,2,T1_1000_1000_2.wclq,1000,1000,10371,10785,0.039919,OK
dual-fast,2,T1_1000_1000_8.wclq,1000,1000,10254,10603,0.034035,OK
dual-fast,2,T1_1000_15000_4.wclq,1000,15000,668,1511,1.261976,OK
dual-fast,2,T1_1000_20000_0.wclq,1000,20000,454,1208,1.660793,OK
dual-fast,2,T1_1000_20000_6.wclq,1000,20000,450,1222,1.715556,OK
dual-fast,2,T1_1000_5000_2.wclq,1000,5000,2564,3671,0.431747,OK
dual-fast,2,T1_1000_5000_8.wclq,1000,5000,2489,3628,0.457613,OK
dual-fast,2,T1_100_1000_4.wclq,100,1000,115,211,0.834783,OK
dual-fast,2,T1_100_100_0.wclq,100,100,1110,1136,0.023423,OK
dual-fast,2,T1_100_100_6.wclq,100,100,1049,1052,0.00286,OK
dual-fast,2,T1_100_2000_2.wclq,100,2000,45,105,1.333333,OK
dual-fast,2,T1_100_2000_8.wclq,100,2000,48,114,1.375,OK
dual-fast,2,T1_100_250_4.wclq,100,250,515,590,0.145631,OK
dual-fast,2,T1_100_500_0.wclq,100,500,273,381,0.395604,OK
dual-fast,2,T1_100_500_6.wclq,100,500,252,347,0.376984,OK
dual-fast,2,T1_100_750_2.wclq,100,750,186,242,0.301075,OK
dual-fast,2,T1_100_750_8.wclq,100,750,161,267,0.658385,OK
dual-fast,2,T1_150_1000_4.wclq,150,1000,289,433,0.49827,OK
dual-fast,2,T1_150_150_0.wclq,150,150,1626,1667,0.025215,OK
dual-fast,2,T1_150_150_6.wclq,150,150,1593,1615,0.01381,OK
dual-fast,2,T1_150_2000_2.wclq,150,2000,133,248,0.864662,OK
dual-fast,2,T1_150_2000_8.wclq,150,2000,121,258,1.132231,OK
dual-fast,2,T1_150_250_4.wclq,150,250,1135,1212,0.067841,OK
dual-fast,2,T1_150_3000_0.wclq,150,3000,76,180,1.368421,OK
dual-fast,2,T1_150_3000_6.wclq,150,3000,72,166,1.305556,OK
dual-fast,2,T1_150_500_2.wclq,150,500,619,757,0.22294,OK
dual-fast,2,T1_150_500_8.wclq,150,500,613,759,0.238173,OK
dual-fast,2,T1_150_750_4.wclq,150,750,391,549,0.404092,OK
dual-fast,2,T1_200_1000_0.wclq,200,1000,542,728,0.343173,OK
dual-fast,2,T1_200_1000_6.wclq,200,1000,526,716,0.361217,OK
dual-fast,2,T1_200_2000_2.wclq,200,2000,238,408,0.714286,OK
dual-fast,2,T1_200_2000_8.wclq,200,2000,220,416,0.890909,OK
dual-fast,2,T1_200_250_4.wclq,200,250,1851,1894,0.023231,OK
dual-fast,2,T1_200_3000_0.wclq,200,3000,134,296,1.208955,OK
dual-fast,2,T1_200_3000_6.wclq,200,3000,135,282,1.088889,OK
dual-fast,2,T1_200_500_2.wclq,200,500,1128,1280,0.134752,OK
dual-fast,2,T1_200_500_8.wclq,200,500,1092,1230,0.126374,OK
dual-fast,2,T1_200_750_4.wclq,200,750,692,897,0.296243,OK
dual-fast,2,T1_250_1000_0.wclq,250,1000,888,1109,0.248874,OK
dual-fast,2,T1_250_1000_6.wclq,250,1000,837,1057,0.262843,OK
dual-fast,2,T1_250_2000_2.wclq,250,2000,386,638,0.65285,OK
dual-fast,2,T1_250_2000_8.wclq,250,2000,371,617,0.663073,OK
dual-fast,2,T1_250_250_4.wclq,250,250,2658,2711,0.01994,OK
dual-fast,2,T1_250_3000_0.wclq,250,3000,230,428,0.86087,OK
dual-fast,2,T1_250_3000_6.wclq,250,3000,235,456,0.940426,OK
dual-fast,2,T1_250_5000_2.wclq,250,5000,123,287,1.333333,OK
dual-fast,2,T1_250_5000_8.wclq,250,5000,115,289,1.513043,OK
dual-fast,2,T1_250_500_4.wclq,250,500,1761,1930,0.095968,OK
dual-fast,2,T1_250_750_0.wclq,250,750,1177,1384,0.175871,OK
dual-fast,2,T1_250_750_6.wclq,250,750,1144,1297,0.133741,OK
dual-fast,2,T1_300_1000_2.wclq,300,1000,1238,1504,0.214863,OK
dual-fast,2,T1_300_1000_8.wclq,300,1000,1217,1497,0.230074,OK
dual-fast,2,T1_300_2000_4.wclq,300,2000,550,888,0.614545,OK
dual-fast,2,T1_300_3000_0.wclq,300,3000,322,606,0.881988,OK
dual-fast,2,T1_300_3000_6.wclq,300,3000,327,625,0.911315,OK
dual-fast,2,T1_300_300_2.wclq,300,300,3181,3193,0.003772,OK
dual-fast,2,T1_300_300_8.wclq,300,300,3133,3167,0.010852,OK
dual-fast,2,T1_300_5000_4.wclq,300,5000,182,411,1.258242,OK
dual-fast,2,T1_300_500_0.wclq,300,500,2282,2480,0.086766,OK
dual-fast,2,T1_300_500_6.wclq,300,500,2253,2439,0.082557,OK
dual-fast,2,T1_300_750_2.wclq,300,750,1667,1892,0.134973,OK
dual-fast,2,T1_300_750_8.wclq,300,750,1605,1859,0.158255,OK
dual-fast,2,T1_500_10000_4.wclq,500,10000,249,587,1.35743,OK
dual-fast,2,T1_500_1000_0.wclq,500,1000,3274,3654,0.116066,OK
dual-fast,2,T1_500_1000_6.wclq,500,1000,3298,3639,0.103396,OK
dual-fast,2,T1_500_2000_2.wclq,500,2000,1787,2219,0.241746,OK
dual-fast,2,T1_500_2000_8.wclq,500,2000,1606,2128,0.325031,OK
dual-fast,2,T1_500_5000_4.wclq,500,5000,570,1055,0.850877,OK
dual-fast,2,T1_500_500_0.wclq,500,500,5237,5476,0.045637,OK
dual-fast,2,T1_500_500_6.wclq,500,500,5270,5320,0.009488,OK
dual-fast,2,T1_50_1000_2.wclq,50,1000,21,41,0.952381,OK
dual-fast,2,T1_50_1000_8.wclq,50,1000,26,46,0.769231,OK
dual-fast,2,T1_50_100_4.wclq,50,100,324,356,0.098765,OK
dual-fast,2,T1_50_250_0.wclq,50,250,130,181,0.392308,OK
dual-fast,2,T1_50_250_6.wclq,50,250,122,163,0.336066,OK
