dataset,family,baseline_solver,instance,repeats,formats,has_lb_summary,V,E,first_lb_min,first_lb_mean,first_lb_median,best_lb_min,best_lb_mean,best_lb_median,best_lb_max,best_ub_min,best_ub_mean,best_ub_median,final_gap_mean,historical_value_min,historical_value_mean,historical_value_median
T1,deep,dualdeep,T1_50_50_8.wclq,7,simple,0,,,,,,,,,,,,,,577.0,577,577
T1,deep,dualdeep,T1_50_50_9.wclq,4,simple,0,,,,,,,,,,,,,,521.0,521,521
T1,deep,dualdeep,T1_50_750_0.wclq,4,simple,0,,,,,,,,,,,,,,69.0,69,69
T1,deep,dualdeep,T1_50_750_1.wclq,4,simple,0,,,,,,,,,,,,,,68.0,68,68
T1,deep,dualdeep,T1_50_750_2.wclq,3,simple,0,,,,,,,,,,,,,,60.0,60,60
T1,deep,dualdeep,T1_50_750_3.wclq,4,simple,0,,,,,,,,,,,,,,67.0,67,67
T1,deep,dualdeep,T1_50_750_4.wclq,4,simple,0,,,,,,,,,,,,,,64.0,64,64
T1,deep,dualdeep,T1_50_750_5.wclq,4,simple,0,,,,,,,,,,,,,,48.0,48,48
T1,deep,dualdeep,T1_50_750_6.wclq,1,simple,0,,,,,,,,,,,,,,61.0,61,61
T1,deep,dualdeep,T1_50_750_7.wclq,1,simple,0,,,,,,,,,,,,,,63.0,63,63
T1,deep,dualdeep,T1_50_750_8.wclq,4,simple,0,,,,,,,,,,,,,,68.0,68,68
T1,deep,dualdeep,T1_50_750_9.wclq,4,simple,0,,,,,,,,,,,,,,63.0,63,63
T1,deep,dualdeep,T1_800_0_0.wclq,3,simple,0,,,,,,,,,,,,,,8569.0,8569.333333333334,8569
T1,deep,dualdeep,T1_800_0_1.wclq,4,simple,0,,,,,,,,,,,,,,8456.0,8456.25,8456
T1,deep,dualdeep,T1_800_0_2.wclq,4,simple,0,,,,,,,,,,,,,,8636.0,8639,8639
T1,deep,dualdeep,T1_800_0_3.wclq,4,simple,0,,,,,,,,,,,,,,8533.0,8534.5,8534
T1,deep,dualdeep,T1_800_0_4.wclq,4,simple,0,,,,,,,,,,,,,,8500.0,8504.75,8505
T1,deep,dualdeep,T1_800_0_5.wclq,4,simple,0,,,,,,,,,,,,,,8324.0,8324.5,8324.5
T1,deep,dualdeep,T1_800_0_6.wclq,4,simple,0,,,,,,,,,,,,,,8493.0,8494,8493.5
T1,deep,dualdeep,T1_800_0_7.wclq,3,simple,0,,,,,,,,,,,,,,8357.0,8357,8357
T1,deep,dualdeep,T1_800_0_8.wclq,4,simple,0,,,,,,,,,,,,,,8444.0,8445.75,8445
T1,deep,dualdeep,T1_800_0_9.wclq,4,simple,0,,,,,,,,,,,,,,8625.0,8626,8626
T1,deep,dualdeep,T1_800_10000_0.wclq,4,simple,0,,,,,,,,,,,,,,1390.0,1390.25,1390
T1,deep,dualdeep,T1_800_10000_1.wclq,3,simple,0,,,,,,,,,,,,,,1412.0,1416,1414
T1,deep,dualdeep,T1_800_10000_2.wclq,4,simple,0,,,,,,,,,,,,,,1406.0,1412,1412
T1,deep,dualdeep,T1_800_10000_3.wclq,4,simple,0,,,,,,,,,,,,,,1369.0,1369,1369
T1,deep,dualdeep,T1_800_10000_4.wclq,4,simple,0,,,,,,,,,,,,,,1397.0,1400.5,1400.5
T1,deep,dualdeep,T1_800_10000_5.wclq,4,simple,0,,,,,,,,,,,,,,1368.0,1368.25,1368
T1,deep,dualdeep,T1_800_10000_6.wclq,3,simple,0,,,,,,,,,,,,,,1363.0,1365.3333333333333,1363
T1,deep,dualdeep,T1_800_10000_7.wclq,4,simple,0,,,,,,,,,,,,,,1399.0,1405.25,1407
T1,deep,dualdeep,T1_800_10000_8.wclq,4,simple,0,,,,,,,,,,,,,,1414.0,1415.5,1414
T1,deep,dualdeep,T1_800_10000_9.wclq,4,simple,0,,,,,,,,,,,,,,1399.0,1403.25,1399
T1,deep,dualdeep,T1_800_1000_0.wclq,3,simple,0,,,,,,,,,,,,,,7738.0,7739,7738
T1,deep,dualdeep,T1_800_1000_1.wclq,4,simple,0,,,,,,,,,,,,,,7718.0,7718.25,7718
T1,deep,dualdeep,T1_800_1000_2.wclq,4,simple,0,,,,,,,,,,,,,,7768.0,7768.25,7768
T1,deep,dualdeep,T1_800_1000_3.wclq,4,simple,0,,,,,,,,,,,,,,7732.0,7737.75,7734.5
T1,deep,dualdeep,T1_800_1000_4.wclq,4,simple,0,,,,,,,,,,,,,,7524.0,7526.25,7525
T1,deep,dualdeep,T1_800_1000_5.wclq,4,simple,0,,,,,,,,,,,,,,7529.0,7530.5,7529
T1,deep,dualdeep,T1_800_1000_6.wclq,4,simple,0,,,,,,,,,,,,,,7679.0,7679,7679
T1,deep,dualdeep,T1_800_1000_7.wclq,3,simple,0,,,,,,,,,,,,,,7473.0,7481.666666666667,7477
T1,deep,dualdeep,T1_800_1000_8.wclq,4,simple,0,,,,,,,,,,,,,,7632.0,7634.75,7634.5
T1,deep,dualdeep,T1_800_1000_9.wclq,4,simple,0,,,,,,,,,,,,,,7782.0,7782.25,7782
T1,deep,dualdeep,T1_800_2000_0.wclq,4,simple,0,,,,,,,,,,,,,,4852.0,4852,4852
T1,deep,dualdeep,T1_800_2000_1.wclq,4,simple,0,,,,,,,,,,,,,,4998.0,4998,4998
T1,deep,dualdeep,T1_800_2000_2.wclq,4,simple,0,,,,,,,,,,,,,,5088.0,5088,5088
T1,deep,dualdeep,T1_800_2000_3.wclq,3,simple,0,,,,,,,,,,,,,,4977.0,4977.333333333333,4977
T1,deep,dualdeep,T1_800_2000_4.wclq,3,simple,0,,,,,,,,,,,,,,4958.0,4964.333333333333,4962
T1,deep,dualdeep,T1_800_2000_5.wclq,4,simple,0,,,,,,,,,,,,,,4989.0,4989,4989
T1,deep,dualdeep,T1_800_2000_6.wclq,4,simple,0,,,,,,,,,,,,,,4999.0,5001,4999
T1,deep,dualdeep,T1_800_2000_7.wclq,4,simple,0,,,,,,,,,,,,,,4896.0,4896.75,4897
T1,deep,dualdeep,T1_800_2000_8.wclq,4,simple,0,,,,,,,,,,,,,,4951.0,4957.75,4951
T1,deep,dualdeep,T1_800_2000_9.wclq,4,simple,0,,,,,,,,,,,,,,4993.0,4993.75,4994
T1,deep,dualdeep,T1_800_5000_0.wclq,4,simple,0,,,,,,,,,,,,,,2439.0,2446,2445
T1,deep,dualdeep,T1_800_5000_1.wclq,4,simple,0,,,,,,,,,,,,,,2473.0,2475.75,2475.5
T1,deep,dualdeep,T1_800_5000_2.wclq,4,simple,0,,,,,,,,,,,,,,2399.0,2403.75,2403.5
T1,deep,dualdeep,T1_800_5000_3.wclq,4,simple,0,,,,,,,,,,,,,,2382.0,2385.5,2385
T1,deep,dualdeep,T1_800_5000_4.wclq,3,simple,0,,,,,,,,,,,,,,2407.0,2407,2407
T1,deep,dualdeep,T1_800_5000_5.wclq,4,simple,0,,,,,,,,,,,,,,2442.0,2444.5,2442.5
T1,deep,dualdeep,T1_800_5000_6.wclq,4,simple,0,,,,,,,,,,,,,,2448.0,2456.75,2457
T1,deep,dualdeep,T1_800_5000_7.wclq,4,simple,0,,,,,,,,,,,,,,2378.0,2378.5,2378
T1,deep,dualdeep,T1_800_5000_8.wclq,4,simple,0,,,,,,,,,,,,,,2432.0,2440.5,2439.5
T1,deep,dualdeep,T1_800_5000_9.wclq,4,simple,0,,,,,,,,,,,,,,2503.0,2503.75,2504
T1,fast,dualcc2v3,T1_1000_10000_0.wclq,5,simple,0,,,,,,,,,,,,,,2066.0,2071.2,2068
T1,fast,dualcc2v3,T1_1000_10000_1.wclq,5,simple,0,,,,,,,,,,,,,,2108.0,2116,2114
T1,fast,dualcc2v3,T1_1000_10000_2.wclq,5,simple,0,,,,,,,,,,,,,,2091.0,2095.6,2097
T1,fast,dualcc2v3,T1_1000_10000_3.wclq,5,simple,0,,,,,,,,,,,,,,2121.0,2125.2,2125
T1,fast,dualcc2v3,T1_1000_10000_4.wclq,5,simple,0,,,,,,,,,,,,,,2122.0,2126.4,2125
T1,fast,dualcc2v3,T1_1000_10000_5.wclq,5,simple,0,,,,,,,,,,,,,,2091.0,2095.4,2093
T1,fast,dualcc2v3,T1_1000_10000_6.wclq,5,simple,0,,,,,,,,,,,,,,2108.0,2113.4,2109
T1,fast,dualcc2v3,T1_1000_10000_7.wclq,5,simple,0,,,,,,,,,,,,,,2061.0,2066.4,2069
T1,fast,dualcc2v3,T1_1000_10000_8.wclq,5,simple,0,,,,,,,,,,,,,,2047.0,2058.6,2059
T1,fast,dualcc2v3,T1_1000_10000_9.wclq,5,simple,0,,,,,,,,,,,,,,2165.0,2173.8,2174
T1,fast,dualcc2v3,T1_1000_1000_0.wclq,5,simple,0,,,,,,,,,,,,,,10405.0,10405.6,10406
T1,fast,dualcc2v3,T1_1000_1000_1.wclq,5,simple,0,,,,,,,,,,,,,,10493.0,10498.4,10502
T1,fast,dualcc2v3,T1_1000_1000_2.wclq,5,simple,0,,,,,,,,,,,,,,10781.0,10783,10784
T1,fast,dualcc2v3,T1_1000_1000_3.wclq,5,simple,0,,,,,,,,,,,,,,10559.0,10563.4,10565
T1,fast,dualcc2v3,T1_1000_1000_4.wclq,5,simple,0,,,,,,,,,,,,,,10577.0,10577.4,10577
T1,fast,dualcc2v3,T1_1000_1000_5.wclq,5,simple,0,,,,,,,,,,,,,,10568.0,10573.4,10572
T1,fast,dualcc2v3,T1_1000_1000_6.wclq,5,simple,0,,,,,,,,,,,,,,10693.0,10694,10694
T1,fast,dualcc2v3,T1_1000_1000_7.wclq,5,simple,0,,,,,,,,,,,,,,10478.0,10480.2,10480
T1,fast,dualcc2v3,T1_1000_1000_8.wclq,5,simple,0,,,,,,,,,,,,,,10603.0,10604.2,10603
T1,fast,dualcc2v3,T1_1000_1000_9.wclq,5,simple,0,,,,,,,,,,,,,,10659.0,10661.2,10662
T1,fast,dualcc2v3,T1_1000_15000_0.wclq,5,simple,0,,,,,,,,,,,,,,1476.0,1476,1476
T1,fast,dualcc2v3,T1_1000_15000_1.wclq,5,simple,0,,,,,,,,,,,,,,1504.0,1506.8,1504
T1,fast,dualcc2v3,T1_1000_15000_2.wclq,5,simple,0,,,,,,,,,,,,,,1541.0,1545.4,1547
T1,fast,dualcc2v3,T1_1000_15000_3.wclq,5,simple,0,,,,,,,,,,,,,,1535.0,1539.4,1539
T1,fast,dualcc2v3,T1_1000_15000_4.wclq,5,simple,0,,,,,,,,,,,,,,1501.0,1505,1506
T1,fast,dualcc2v3,T1_1000_15000_5.wclq,5,simple,0,,,,,,,,,,,,,,1517.0,1520.8,1523
T1,fast,dualcc2v3,T1_1000_15000_6.wclq,5,simple,0,,,,,,,,,,,,,,1512.0,1516.2,1514
T1,fast,dualcc2v3,T1_1000_15000_7.wclq,5,simple,0,,,,,,,,,,,,,,1515.0,1519.4,1517
T1,fast,dualcc2v3,T1_1000_15000_8.wclq,5,simple,0,,,,,,,,,,,,,,1494.0,1513,1515
T1,fast,dualcc2v3,T1_1000_15000_9.wclq,5,simple,0,,,,,,,,,,,,,,1544.0,1551.6,1551
T1,fast,dualcc2v3,T1_1000_20000_0.wclq,5,simple,0,,,,,,,,,,,,,,1195.0,1201.2,1199
T1,fast,dualcc2v3,T1_1000_20000_1.wclq,5,simple,0,,,,,,,,,,,,,,1200.0,1209.6,1210
T1,fast,dualcc2v3,T1_1000_20000_2.wclq,5,simple,0,,,,,,,,,,,,,,1214.0,1214.8,1214
T1,fast,dualcc2v3,T1_1000_20000_3.wclq,5,simple,0,,,,,,,,,,,,,,1192.0,1195,1195
T1,fast,dualcc2v3,T1_1000_20000_4.wclq,5,simple,0,,,,,,,,,,,,,,1191.0,1197.8,1199
T1,fast,dualcc2v3,T1_1000_20000_5.wclq,5,simple,0,,,,,,,,,,,,,,1188.0,1191.6,1193
T1,fast,dualcc2v3,T1_1000_20000_6.wclq,5,simple,0,,,,,,,,,,,,,,1196.0,1206.4,1209
T1,fast,dualcc2v3,T1_1000_20000_7.wclq,5,simple,0,,,,,,,,,,,,,,1190.0,1198,1199
T1,fast,dualcc2v3,T1_1000_20000_8.wclq,5,simple,0,,,,,,,,,,,,,,1184.0,1184.6,1184
T1,fast,dualcc2v3,T1_1000_20000_9.wclq,5,simple,0,,,,,,,,,,,,,,1213.0,1218.4,1219
T1,fast,dualcc2v3,T1_1000_5000_0.wclq,5,simple,0,,,,,,,,,,,,,,3681.0,3687.2,3688
T1,fast,dualcc2v3,T1_1000_5000_1.wclq,5,simple,0,,,,,,,,,,,,,,3579.0,3586.2,3582
T1,fast,dualcc2v3,T1_1000_5000_2.wclq,5,simple,0,,,,,,,,,,,,,,3671.0,3676,3675
T1,fast,dualcc2v3,T1_1000_5000_3.wclq,5,simple,0,,,,,,,,,,,,,,3733.0,3744.2,3744
T1,fast,dualcc2v3,T1_1000_5000_4.wclq,5,simple,0,,,,,,,,,,,,,,3720.0,3732.4,3737
T1,fast,dualcc2v3,T1_1000_5000_5.wclq,5,simple,0,,,,,,,,,,,,,,3610.0,3622,3622
T1,fast,dualcc2v3,T1_1000_5000_6.wclq,5,simple,0,,,,,,,,,,,,,,3650.0,3654.2,3654
T1,fast,dualcc2v3,T1_1000_5000_7.wclq,5,simple,0,,,,,,,,,,,,,,3603.0,3605.4,3603
T1,fast,dualcc2v3,T1_1000_5000_8.wclq,5,simple,0,,,,,,,,,,,,,,3604.0,3619,3620
T1,fast,dualcc2v3,T1_1000_5000_9.wclq,5,simple,0,,,,,,,,,,,,,,3663.0,3671.8,3674
T1,fast,dualcc2v3,T1_100_1000_0.wclq,2,simple,0,,,,,,,,,,,,,,220.0,220,220
T1,fast,dualcc2v3,T1_100_1000_1.wclq,5,simple,0,,,,,,,,,,,,,,205.0,205,205
T1,fast,dualcc2v3,T1_100_1000_2.wclq,5,simple,0,,,,,,,,,,,,,,203.0,203,203
T1,fast,dualcc2v3,T1_100_1000_3.wclq,5,simple,0,,,,,,,,,,,,,,200.0,200,200
T1,fast,dualcc2v3,T1_100_1000_4.wclq,5,simple,0,,,,,,,,,,,,,,211.0,211,211
T1,fast,dualcc2v3,T1_100_1000_5.wclq,5,simple,0,,,,,,,,,,,,,,202.0,202,202
T1,fast,dualcc2v3,T1_100_1000_6.wclq,5,simple,0,,,,,,,,,,,,,,201.0,201,201
T1,fast,dualcc2v3,T1_100_1000_7.wclq,5,simple,0,,,,,,,,,,,,,,200.0,200,200
T1,fast,dualcc2v3,T1_100_1000_8.wclq,5,simple,0,,,,,,,,,,,,,,198.0,198,198
T1,fast,dualcc2v3,T1_100_1000_9.wclq,5,simple,0,,,,,,,,,,,,,,196.0,196,196
T1,fast,dualcc2v3,T1_100_100_0.wclq,5,simple,0,,,,,,,,,,,,,,1136.0,1136,1136
T1,fast,dualcc2v3,T1_100_100_1.wclq,5,simple,0,,,,,,,,,,,,,,1013.0,1013,1013
T1,fast,dualcc2v3,T1_100_100_2.wclq,5,simple,0,,,,,,,,,,,,,,1039.0,1039,1039
T1,fast,dualcc2v3,T1_100_100_3.wclq,5,simple,0,,,,,,,,,,,,,,1111.0,1111,1111
T1,fast,dualcc2v3,T1_100_100_4.wclq,5,simple,0,,,,,,,,,,,,,,1080.0,1080,1080
T1,fast,dualcc2v3,T1_100_100_5.wclq,6,simple,0,,,,,,,,,,,,,,1001.0,1001,1001
T1,fast,dualcc2v3,T1_100_100_6.wclq,5,simple,0,,,,,,,,,,,,,,1052.0,1052,1052
T1,fast,dualcc2v3,T1_100_100_7.wclq,5,simple,0,,,,,,,,,,,,,,1059.0,1059,1059
T1,fast,dualcc2v3,T1_100_100_8.wclq,5,simple,0,,,,,,,,,,,,,,1048.0,1048,1048
T1,fast,dualcc2v3,T1_100_100_9.wclq,5,simple,0,,,,,,,,,,,,,,1071.0,1071,1071
T1,fast,dualcc2v3,T1_100_2000_0.wclq,5,simple,0,,,,,,,,,,,,,,106.0,106,106
T1,fast,dualcc2v3,T1_100_2000_1.wclq,5,simple,0,,,,,,,,,,,,,,108.0,108,108
T1,fast,dualcc2v3,T1_100_2000_2.wclq,5,simple,0,,,,,,,,,,,,,,105.0,105,105
T1,fast,dualcc2v3,T1_100_2000_3.wclq,5,simple,0,,,,,,,,,,,,,,110.0,110,110
T1,fast,dualcc2v3,T1_100_2000_4.wclq,5,simple,0,,,,,,,,,,,,,,103.0,103,103
T1,fast,dualcc2v3,T1_100_2000_5.wclq,5,simple,0,,,,,,,,,,,,,,106.0,106,106
T1,fast,dualcc2v3,T1_100_2000_6.wclq,5,simple,0,,,,,,,,,,,,,,105.0,105,105
T1,fast,dualcc2v3,T1_100_2000_7.wclq,5,simple,0,,,,,,,,,,,,,,110.0,110,110
T1,fast,dualcc2v3,T1_100_2000_8.wclq,5,simple,0,,,,,,,,,,,,,,114.0,114,114
T1,fast,dualcc2v3,T1_100_2000_9.wclq,5,simple,0,,,,,,,,,,,,,,107.0,107,107
T1,fast,dualcc2v3,T1_100_250_0.wclq,5,simple,0,,,,,,,,,,,,,,659.0,659,659
T1,fast,dualcc2v3,T1_100_250_1.wclq,3,simple,0,,,,,,,,,,,,,,641.0,641,641
T1,fast,dualcc2v3,T1_100_250_2.wclq,5,simple,0,,,,,,,,,,,,,,616.0,616,616
T1,fast,dualcc2v3,T1_100_250_3.wclq,2,simple,0,,,,,,,,,,,,,,636.0,636,636
T1,fast,dualcc2v3,T1_100_250_4.wclq,5,simple,0,,,,,,,,,,,,,,590.0,590,590
T1,fast,dualcc2v3,T1_100_250_5.wclq,5,simple,0,,,,,,,,,,,,,,545.0,545,545
T1,fast,dualcc2v3,T1_100_250_6.wclq,3,simple,0,,,,,,,,,,,,,,632.0,632,632
T1,fast,dualcc2v3,T1_100_250_7.wclq,5,simple,0,,,,,,,,,,,,,,629.0,629,629
T1,fast,dualcc2v3,T1_100_250_8.wclq,5,simple,0,,,,,,,,,,,,,,643.0,643,643
T1,fast,dualcc2v3,T1_100_250_9.wclq,4,simple,0,,,,,,,,,,,,,,598.0,598,598
T1,fast,dualcc2v3,T1_100_500_0.wclq,5,simple,0,,,,,,,,,,,,,,381.0,381,381
T1,fast,dualcc2v3,T1_100_500_1.wclq,5,simple,0,,,,,,,,,,,,,,333.0,333,333
T1,fast,dualcc2v3,T1_100_500_2.wclq,5,simple,0,,,,,,,,,,,,,,374.0,374,374
T1,fast,dualcc2v3,T1_100_500_3.wclq,4,simple,0,,,,,,,,,,,,,,355.0,355,355
T1,fast,dualcc2v3,T1_100_500_4.wclq,5,simple,0,,,,,,,,,,,,,,364.0,364,364
T1,fast,dualcc2v3,T1_100_500_5.wclq,5,simple,0,,,,,,,,,,,,,,340.0,340,340
T1,fast,dualcc2v3,T1_100_500_6.wclq,5,simple,0,,,,,,,,,,,,,,347.0,347,347
T1,fast,dualcc2v3,T1_100_500_7.wclq,5,simple,0,,,,,,,,,,,,,,337.0,337,337
T1,fast,dualcc2v3,T1_100_500_8.wclq,5,simple,0,,,,,,,,,,,,,,364.0,364,364
T1,fast,dualcc2v3,T1_100_500_9.wclq,2,simple,0,,,,,,,,,,,,,,361.0,361,361
T1,fast,dualcc2v3,T1_100_750_0.wclq,5,simple,0,,,,,,,,,,,,,,263.0,263,263
T1,fast,dualcc2v3,T1_100_750_1.wclq,5,simple,0,,,,,,,,,,,,,,254.0,254,254
T1,fast,dualcc2v3,T1_100_750_2.wclq,5,simple,0,,,,,,,,,,,,,,242.0,242,242
T1,fast,dualcc2v3,T1_100_750_3.wclq,5,simple,0,,,,,,,,,,,,,,264.0,264,264
T1,fast,dualcc2v3,T1_100_750_4.wclq,5,simple,0,,,,,,,,,,,,,,261.0,261,261
T1,fast,dualcc2v3,T1_100_750_5.wclq,5,simple,0,,,,,,,,,,,,,,255.0,255,255
T1,fast,dualcc2v3,T1_100_750_6.wclq,5,simple,0,,,,,,,,,,,,,,252.0,252,252
T1,fast,dualcc2v3,T1_100_750_7.wclq,1,simple,0,,,,,,,,,,,,,,244.0,244,244
T1,fast,dualcc2v3,T1_100_750_8.wclq,3,simple,0,,,,,,,,,,,,,,267.0,267,267
T1,fast,dualcc2v3,T1_100_750_9.wclq,5,simple,0,,,,,,,,,,,,,,256.0,256,256
T1,fast,dualcc2v3,T1_150_1000_0.wclq,5,simple,0,,,,,,,,,,,,,,466.0,466,466
T1,fast,dualcc2v3,T1_150_1000_1.wclq,5,simple,0,,,,,,,,,,,,,,424.0,424,424
T1,fast,dualcc2v3,T1_150_1000_2.wclq,5,simple,0,,,,,,,,,,,,,,439.0,439,439
T1,fast,dualcc2v3,T1_150_1000_3.wclq,5,simple,0,,,,,,,,,,,,,,456.0,456,456
T1,fast,dualcc2v3,T1_150_1000_4.wclq,5,simple,0,,,,,,,,,,,,,,433.0,433,433
T1,fast,dualcc2v3,T1_150_1000_5.wclq,5,simple,0,,,,,,,,,,,,,,413.0,413,413
T1,fast,dualcc2v3,T1_150_1000_6.wclq,5,simple,0,,,,,,,,,,,,,,426.0,426,426
T1,fast,dualcc2v3,T1_150_1000_7.wclq,5,simple,0,,,,,,,,,,,,,,411.0,411,411
T1,fast,dualcc2v3,T1_150_1000_8.wclq,5,simple,0,,,,,,,,,,,,,,434.0,434,434
T1,fast,dualcc2v3,T1_150_1000_9.wclq,5,simple,0,,,,,,,,,,,,,,426.0,426,426
T1,fast,dualcc2v3,T1_150_150_0.wclq,5,simple,0,,,,,,,,,,,,,,1667.0,1667,1667
T1,fast,dualcc2v3,T1_150_150_1.wclq,5,simple,0,,,,,,,,,,,,,,1533.0,1533,1533
T1,fast,dualcc2v3,T1_150_150_2.wclq,5,simple,0,,,,,,,,,,,,,,1612.0,1612,1612
T1,fast,dualcc2v3,T1_150_150_3.wclq,5,simple,0,,,,,,,,,,,,,,1571.0,1571,1571
T1,fast,dualcc2v3,T1_150_150_4.wclq,5,simple,0,,,,,,,,,,,,,,1514.0,1514,1514
T1,fast,dualcc2v3,T1_150_150_5.wclq,5,simple,0,,,,,,,,,,,,,,1486.0,1486,1486
T1,fast,dualcc2v3,T1_150_150_6.wclq,5,simple,0,,,,,,,,,,,,,,1615.0,1615,1615
T1,fast,dualcc2v3,T1_150_150_7.wclq,5,simple,0,,,,,,,,,,,,,,1598.0,1598,1598
T1,fast,dualcc2v3,T1_150_150_8.wclq,5,simple,0,,,,,,,,,,,,,,1573.0,1573,1573
T1,fast,dualcc2v3,T1_150_150_9.wclq,5,simple,0,,,,,,,,,,,,,,1636.0,1636,1636
T1,fast,dualcc2v3,T1_150_2000_0.wclq,5,simple,0,,,,,,,,,,,,,,250.0,250,250
T1,fast,dualcc2v3,T1_150_2000_1.wclq,5,simple,0,,,,,,,,,,,,,,233.0,233,233
T1,fast,dualcc2v3,T1_150_2000_2.wclq,5,simple,0,,,,,,,,,,,,,,248.0,248,248
T1,fast,dualcc2v3,T1_150_2000_3.wclq,4,simple,0,,,,,,,,,,,,,,255.0,255,255
T1,fast,dualcc2v3,T1_150_2000_4.wclq,5,simple,0,,,,,,,,,,,,,,233.0,233,233
T1,fast,dualcc2v3,T1_150_2000_5.wclq,2,simple,0,,,,,,,,,,,,,,236.0,236,236
T1,fast,dualcc2v3,T1_150_2000_6.wclq,5,simple,0,,,,,,,,,,,,,,231.0,231,231
T1,fast,dualcc2v3,T1_150_2000_7.wclq,5,simple,0,,,,,,,,,,,,,,222.0,222,222
T1,fast,dualcc2v3,T1_150_2000_8.wclq,1,simple,0,,,,,,,,,,,,,,258.0,258,258
T1,fast,dualcc2v3,T1_150_2000_9.wclq,5,simple,0,,,,,,,,,,,,,,242.0,242,242
T1,fast,dualcc2v3,T1_150_250_0.wclq,5,simple,0,,,,,,,,,,,,,,1251.0,1251,1251
T1,fast,dualcc2v3,T1_150_250_1.wclq,5,simple,0,,,,,,,,,,,,,,1169.0,1169,1169
T1,fast,dualcc2v3,T1_150_250_2.wclq,5,simple,0,,,,,,,,,,,,,,1261.0,1261,1261
T1,fast,dualcc2v3,T1_150_250_3.wclq,5,simple,0,,,,,,,,,,,,,,1242.0,1242,1242
T1,fast,dualcc2v3,T1_150_250_4.wclq,5,simple,0,,,,,,,,,,,,,,1212.0,1212,1212
T1,fast,dualcc2v3,T1_150_250_5.wclq,5,simple,0,,,,,,,,,,,,,,1170.0,1170,1170
T1,fast,dualcc2v3,T1_150_250_6.wclq,5,simple,0,,,,,,,,,,,,,,1160.0,1160,1160
T1,fast,dualcc2v3,T1_150_250_7.wclq,5,simple,0,,,,,,,,,,,,,,1215.0,1215,1215
T1,fast,dualcc2v3,T1_150_250_8.wclq,5,simple,0,,,,,,,,,,,,,,1256.0,1256,1256
T1,fast,dualcc2v3,T1_150_250_9.wclq,5,simple,0,,,,,,,,,,,,,,1246.0,1246,1246
T1,fast,dualcc2v3,T1_150_3000_0.wclq,5,simple,0,,,,,,,,,,,,,,180.0,180,180
T1,fast,dualcc2v3,T1_150_3000_1.wclq,5,simple,0,,,,,,,,,,,,,,161.0,161,161
T1,fast,dualcc2v3,T1_150_3000_2.wclq,5,simple,0,,,,,,,,,,,,,,168.0,168,168
T1,fast,dualcc2v3,T1_150_3000_3.wclq,5,simple,0,,,,,,,,,,,,,,177.0,177,177
T1,fast,dualcc2v3,T1_150_3000_4.wclq,5,simple,0,,,,,,,,,,,,,,160.0,160,160
T1,fast,dualcc2v3,T1_150_3000_5.wclq,5,simple,0,,,,,,,,,,,,,,161.0,161,161
T1,fast,dualcc2v3,T1_150_3000_6.wclq,5,simple,0,,,,,,,,,,,,,,166.0,166,166
T1,fast,dualcc2v3,T1_150_3000_7.wclq,5,simple,0,,,,,,,,,,,,,,151.0,151,151
T1,fast,dualcc2v3,T1_150_3000_8.wclq,5,simple,0,,,,,,,,,,,,,,170.0,170,170
T1,fast,dualcc2v3,T1_150_3000_9.wclq,5,simple,0,,,,,,,,,,,,,,175.0,175,175
T1,fast,dualcc2v3,T1_150_500_0.wclq,5,simple,0,,,,,,,,,,,,,,791.0,791,791
T1,fast,dualcc2v3,T1_150_500_1.wclq,5,simple,0,,,,,,,,,,,,,,749.0,749,749
T1,fast,dualcc2v3,T1_150_500_2.wclq,5,simple,0,,,,,,,,,,,,,,757.0,757,757
T1,fast,dualcc2v3,T1_150_500_3.wclq,5,simple,0,,,,,,,,,,,,,,773.0,773,773
T1,fast,dualcc2v3,T1_150_500_4.wclq,5,simple,0,,,,,,,,,,,,,,747.0,747,747
T1,fast,dualcc2v3,T1_150_500_5.wclq,5,simple,0,,,,,,,,,,,,,,688.0,688,688
T1,fast,dualcc2v3,T1_150_500_6.wclq,5,simple,0,,,,,,,,,,,,,,738.0,738,738
T1,fast,dualcc2v3,T1_150_500_7.wclq,5,simple,0,,,,,,,,,,,,,,686.0,686,686
T1,fast,dualcc2v3,T1_150_500_8.wclq,4,simple,0,,,,,,,,,,,,,,759.0,759,759
T1,fast,dualcc2v3,T1_150_500_9.wclq,5,simple,0,,,,,,,,,,,,,,758.0,758,758
T1,fast,dualcc2v3,T1_150_750_0.wclq,5,simple,0,,,,,,,,,,,,,,579.0,579,579
T1,fast,dualcc2v3,T1_150_750_1.wclq,5,simple,0,,,,,,,,,,,,,,551.0,551,551
T1,fast,dualcc2v3,T1_150_750_2.wclq,5,simple,0,,,,,,,,,,,,,,574.0,574,574
T1,fast,dualcc2v3,T1_150_750_3.wclq,5,simple,0,,,,,,,,,,,,,,555.0,555,555
T1,fast,dualcc2v3,T1_150_750_4.wclq,5,simple,0,,,,,,,,,,,,,,549.0,549,549
T1,fast,dualcc2v3,T1_150_750_5.wclq,5,simple,0,,,,,,,,,,,,,,506.0,506,506
T1,fast,dualcc2v3,T1_150_750_6.wclq,5,simple,0,,,,,,,,,,,,,,539.0,539,539
T1,fast,dualcc2v3,T1_150_750_7.wclq,5,simple,0,,,,,,,,,,,,,,501.0,501,501
