dataset,family,baseline_solver,instance,repeats,formats,has_lb_summary,V,E,first_lb_min,first_lb_mean,first_lb_median,best_lb_min,best_lb_mean,best_lb_median,best_lb_max,best_ub_min,best_ub_mean,best_ub_median,final_gap_mean,historical_value_min,historical_value_mean,historical_value_median
DIMACS,deep,dualdeep,T1_50_500_6.wclq,10,summary,1,50,500,54,54,54,54,54.7,55,55,86,86,86,0.36397999999999997,86,86,86
DIMACS,deep,dualdeep,T1_50_50_0.wclq,10,summary,1,50,50,557,557,557,563,566.6,568,569,576,576,576,0.01635,576,576,576
DIMACS,deep,dualdeep,T1_50_50_1.wclq,10,summary,1,50,50,535,535,535,540,540,540,540,540,540,540,0.0,540,540,540
DIMACS,deep,dualdeep,T1_50_50_2.wclq,10,summary,1,50,50,514,514,514,514,514,514,514,514,514,514,0.0,514,514,514
DIMACS,deep,dualdeep,T1_50_50_3.wclq,10,summary,1,50,50,527,527,527,527,527,527,527,537,537,537,0.0186,537,537,537
DIMACS,deep,dualdeep,T1_50_50_4.wclq,10,summary,1,50,50,495,495,495,502,502,502,502,502,502,502,0.0,502,502,502
DIMACS,deep,dualdeep,T1_50_50_5.wclq,10,summary,1,50,50,517,517,517,517,517,517,517,517,517,517,0.0,517,517,517
DIMACS,deep,dualdeep,T1_50_50_6.wclq,10,summary,1,50,50,522,522,522,526,526,526,526,526,526,526,0.0,526,526,526
DIMACS,deep,dualdeep,T1_50_50_7.wclq,10,summary,1,50,50,503,503,503,503,503,503,503,503,503,503,0.0,503,503,503
DIMACS,deep,dualdeep,T1_50_50_8.wclq,10,summary,1,50,50,567,567,567,577,577,577,577,577,577,577,0.0,577,577,577
DIMACS,deep,dualdeep,T1_50_50_9.wclq,10,summary,1,50,50,520,520,520,521,521,521,521,521,521,521,0.0,521,521,521
DIMACS,deep,dualdeep,T1_50_750_3.wclq,10,summary,1,50,750,34,34,34,34,34,34,34,67,67,67,0.4925,67,67,67
DIMACS,deep,dualdeep,T1_50_750_4.wclq,10,summary,1,50,750,33,33,33,33,33,33,33,64,64,64,0.48440000000000005,64,64,64
DIMACS,deep,dualdeep,T1_50_750_5.wclq,10,summary,1,50,750,26,26,26,26,26,26,26,48,48,48,0.45830000000000004,48,48,48
DIMACS,deep,dualdeep,T1_50_750_8.wclq,10,summary,1,50,750,36,36,36,36,36,36,36,68,68,68,0.4706,68,68,68
DIMACS,deep,dualdeep,T1_800_0_0.wclq,10,summary,1,800,799,8179,8179,8179,8365,8402.8,8397.5,8438,8567,8568.6,8569,0.01935,8567,8568.6,8569
DIMACS,deep,dualdeep,T1_800_0_1.wclq,10,summary,1,800,799,8106,8106,8106,8205,8247.9,8251,8265,8456,8456,8456,0.02462,8456,8456,8456
DIMACS,deep,dualdeep,T1_800_0_2.wclq,10,summary,1,800,799,8237,8237,8237,8421,8459.9,8466,8479,8636,8636.7,8636.5,0.02047,8636,8636.7,8636.5
DIMACS,deep,dualdeep,T1_800_0_3.wclq,10,summary,1,800,799,8223,8223,8223,8358,8374.2,8373,8391,8530,8531.4,8531.5,0.01843,8530,8531.4,8531.5
DIMACS,deep,dualdeep,T1_800_0_4.wclq,10,summary,1,800,799,8088,8088,8088,8263,8294,8293,8314,8499,8499.5,8499,0.02418,8499,8499.5,8499
DIMACS,deep,dualdeep,T1_800_0_5.wclq,10,summary,1,800,799,8107,8107,8107,8224,8241.2,8240,8260,8321,8321.9,8322,0.00972,8321,8321.9,8322
DIMACS,deep,dualdeep,T1_800_0_6.wclq,10,summary,1,800,799,8250,8250,8250,8406,8415.2,8415.5,8428,8493,8493,8493,0.00915,8493,8493,8493
DIMACS,deep,dualdeep,T1_800_0_7.wclq,10,summary,1,800,799,7881,7881,7881,8131,8148.8,8142.5,8182,8356,8356,8356,0.02479,8356,8356,8356
DIMACS,deep,dualdeep,T1_800_0_8.wclq,10,summary,1,800,799,8194,8194,8194,8316,8332.7,8331.5,8350,8443,8443.8,8444,0.01315,8443,8443.8,8444
DIMACS,deep,dualdeep,T1_800_0_9.wclq,10,summary,1,800,799,8128,8128,8128,8326,8342.4,8334,8379,8619,8623.3,8623,0.03259,8619,8623.3,8623
DIMACS,deep,dualdeep,T1_800_1000_0.wclq,9,summary,1,800,1000,7235,7235,7235,7365,7384.111111111111,7387,7396,7738,7738,7738,0.04574444444444445,7738,7738,7738
DIMACS,deep,dualdeep,T1_800_1000_1.wclq,4,summary,1,800,1000,7255,7255,7255,7360,7376.25,7373,7399,7718,7718,7718,0.044275,7718,7718,7718
DIMACS,deep,dualdeep,T1_800_1000_2.wclq,5,summary,1,800,1000,7359,7359,7359,7437,7451.4,7453,7462,7767,7767.6,7768,0.04072,7767,7767.6,7768
DIMACS,deep,dualdeep,T1_800_1000_3.wclq,3,summary,1,800,1000,7189,7189,7189,7350,7357.333333333333,7354,7368,7730,7731,7731,0.04836666666666667,7730,7731,7731
DIMACS,deep,dualdeep,T1_800_1000_4.wclq,10,summary,1,800,1000,7143,7143,7143,7246,7264.7,7264,7283,7524,7524,7524,0.034460000000000005,7524,7524,7524
DIMACS,deep,dualdeep,T1_800_1000_5.wclq,8,summary,1,800,1000,7099,7099,7099,7242,7255.5,7254,7275,7529,7529,7529,0.036324999999999996,7529,7529,7529
DIMACS,deep,dualdeep,T1_800_1000_6.wclq,9,summary,1,800,1000,7313,7313,7313,7400,7414.666666666667,7414,7432,7679,7679,7679,0.03442222222222222,7679,7679,7679
DIMACS,deep,dualdeep,T1_800_1000_7.wclq,9,summary,1,800,1000,7006,7006,7006,7153,7162.222222222223,7159,7177,7470,7470.888888888889,7471,0.041322222222222225,7470,7470.888888888889,7471
DIMACS,deep,dualdeep,T1_800_1000_8.wclq,9,summary,1,800,1000,7243,7243,7243,7332,7354.444444444444,7355,7376,7626,7628.777777777777,7629,0.03596666666666667,7626,7628.777777777777,7629
DIMACS,deep,dualdeep,T1_800_1000_9.wclq,10,summary,1,800,1000,7274,7274,7274,7425,7449.1,7451,7472,7782,7782,7782,0.04277,7782,7782,7782
DIMACS,deep,dualdeep,T2_1000_1000_0.wclq,10,summary,1,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,0.0,1200,1200,1200
DIMACS,deep,dualdeep,T2_1000_1000_1.wclq,10,summary,1,1000,1000,1217,1217,1217,1217,1217,1217,1217,1217,1217,1217,0.0,1217,1217,1217
DIMACS,deep,dualdeep,T2_1000_1000_2.wclq,10,summary,1,1000,1000,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,0.0,1286,1286,1286
DIMACS,deep,dualdeep,T2_1000_1000_3.wclq,10,summary,1,1000,1000,1260,1260,1260,1260,1260,1260,1260,1261,1261,1261,0.0008,1261,1261,1261
DIMACS,deep,dualdeep,T2_1000_1000_4.wclq,10,summary,1,1000,1000,1232,1232,1232,1232,1232.1,1232,1233,1233,1233,1233,0.00072,1233,1233,1233
DIMACS,deep,dualdeep,T2_1000_1000_5.wclq,10,summary,1,1000,1000,1206,1206,1206,1207,1207,1207,1207,1207,1207,1207,0.0,1207,1207,1207
DIMACS,deep,dualdeep,T2_1000_1000_6.wclq,10,summary,1,1000,1000,1252,1252,1252,1254,1254,1254,1254,1254,1254,1254,0.0,1254,1254,1254
DIMACS,deep,dualdeep,T2_1000_1000_7.wclq,10,summary,1,1000,1000,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,0.0,1198,1198,1198
DIMACS,deep,dualdeep,T2_1000_1000_8.wclq,10,summary,1,1000,1000,1253,1253,1253,1253,1253,1253,1253,1253,1253,1253,0.0,1253,1253,1253
DIMACS,deep,dualdeep,T2_1000_1000_9.wclq,10,summary,1,1000,1000,1264,1264,1264,1266,1266,1266,1266,1266,1266,1266,0.0,1266,1266,1266
DIMACS,deep,dualdeep,T2_100_1000_6.wclq,10,summary,1,100,1000,343,343,343,345,345,345,345,384,384,384,0.1016,384,384,384
DIMACS,deep,dualdeep,T2_100_1000_9.wclq,9,summary,1,100,1000,406,406,406,413,413,413,413,473,473,473,0.1268,473,473,473
DIMACS,deep,dualdeep,T2_100_100_0.wclq,10,summary,1,100,100,152,152,152,152,152,152,152,152,152,152,0.0,152,152,152
DIMACS,deep,dualdeep,T2_100_100_1.wclq,10,summary,1,100,100,104,104,104,104,104,104,104,104,104,104,0.0,104,104,104
DIMACS,deep,dualdeep,T2_100_100_2.wclq,10,summary,1,100,100,115,115,115,115,115,115,115,115,115,115,0.0,115,115,115
DIMACS,deep,dualdeep,T2_100_100_3.wclq,10,summary,1,100,100,141,141,141,141,141,141,141,141,141,141,0.0,141,141,141
DIMACS,deep,dualdeep,T2_100_100_4.wclq,10,summary,1,100,100,127,127,127,127,127,127,127,127,127,127,0.0,127,127,127
DIMACS,deep,dualdeep,T2_100_100_5.wclq,10,summary,1,100,100,105,105,105,105,105,105,105,105,105,105,0.0,105,105,105
DIMACS,deep,dualdeep,T2_100_100_6.wclq,10,summary,1,100,100,122,122,122,122,122,122,122,122,122,122,0.0,122,122,122
DIMACS,deep,dualdeep,T2_100_100_7.wclq,10,summary,1,100,100,126,126,126,127,127,127,127,127,127,127,0.0,127,127,127
DIMACS,deep,dualdeep,T2_100_100_8.wclq,10,summary,1,100,100,122,122,122,122,122,122,122,122,122,122,0.0,122,122,122
DIMACS,deep,dualdeep,T2_100_100_9.wclq,10,summary,1,100,100,120,120,120,120,120,120,120,120,120,120,0.0,120,120,120
DIMACS,deep,dualdeep,T2_100_2000_0.wclq,10,summary,1,100,2000,499,499,499,512,513.2,512,524,567,567,567,0.09488,567,567,567
DIMACS,deep,dualdeep,T2_100_2000_1.wclq,1,summary,1,100,2000,449,449,449,450,450,450,450,584,584,584,0.2295,584,584,584
DIMACS,deep,dualdeep,T2_100_2000_2.wclq,10,summary,1,100,2000,241,241,241,242,242.3,242,245,302,302,302,0.1977,302,302,302
DIMACS,deep,dualdeep,T2_100_2000_3.wclq,10,summary,1,100,2000,622,622,622,627,631,632,632,707,707,707,0.10751999999999999,707,707,707
DIMACS,deep,dualdeep,T2_100_2000_5.wclq,1,summary,1,100,2000,401,401,401,401,401,401,401,531,531,531,0.2448,531,531,531
DIMACS,deep,dualdeep,T2_100_2000_6.wclq,10,summary,1,100,2000,275,275,275,275,275,275,275,349,349,349,0.21200000000000002,349,349,349
DIMACS,deep,dualdeep,T2_100_2000_7.wclq,10,summary,1,100,2000,373,373,373,373,373,373,373,430,430,430,0.1326,430,430,430
DIMACS,deep,dualdeep,T2_100_250_0.wclq,9,summary,1,100,250,231,231,231,233,233,233,233,238,238,238,0.021,238,238,238
DIMACS,deep,dualdeep,T2_100_250_1.wclq,8,summary,1,100,250,182,182,182,183,184.125,184,185,186,186,186,0.0101,186,186,186
DIMACS,deep,dualdeep,T2_100_250_2.wclq,10,summary,1,100,250,203,203,203,203,203,203,203,203,203,203,0.0,203,203,203
DIMACS,deep,dualdeep,T2_100_250_3.wclq,10,summary,1,100,250,211,211,211,211,211.9,212,213,215,215,215,0.01445,215,215,215
DIMACS,deep,dualdeep,T2_100_250_5.wclq,10,summary,1,100,250,188,188,188,188,188,188,188,188,188,188,0.0,188,188,188
DIMACS,deep,dualdeep,T2_100_250_6.wclq,10,summary,1,100,250,197,197,197,198,198.6,199,199,199,199,199,0.002,199,199,199
DIMACS,deep,dualdeep,T2_100_250_7.wclq,10,summary,1,100,250,175,175,175,175,175,175,175,178,178,178,0.0169,178,178,178
DIMACS,deep,dualdeep,T2_100_500_2.wclq,2,summary,1,100,500,286,286,286,287,287.5,287.5,288,299,299,299,0.03845,299,299,299
DIMACS,deep,dualdeep,T2_100_500_3.wclq,10,summary,1,100,500,348,348,348,350,350.5,350.5,351,363,363,363,0.034449999999999995,363,363,363
DIMACS,deep,dualdeep,T2_100_500_7.wclq,10,summary,1,100,500,247,247,247,249,249,249,249,249,249,249,0.0,249,249,249
DIMACS,deep,dualdeep,T2_100_500_8.wclq,4,summary,1,100,500,346,346,346,349,349.5,349.5,350,361,361,361,0.03185,361,361,361
DIMACS,deep,dualdeep,T2_100_500_9.wclq,3,summary,1,100,500,277,277,277,279,279,279,279,284,284,284,0.0176,284,284,284
DIMACS,deep,dualdeep,T2_100_750_2.wclq,10,summary,1,100,750,289,289,289,291,291.2,291,293,301,301,301,0.03254,301,301,301
DIMACS,deep,dualdeep,T2_100_750_6.wclq,10,summary,1,100,750,246,246,246,246,246,246,246,246,246,246,0.0,246,246,246
DIMACS,deep,dualdeep,T2_150_1000_3.wclq,10,summary,1,150,1000,541,541,541,541,542.7,542,545,557,557,557,0.025640000000000003,557,557,557
DIMACS,deep,dualdeep,T2_150_1000_6.wclq,7,summary,1,150,1000,400,400,400,403,406.14285714285717,405,410,424,424,424,0.042100000000000005,424,424,424
DIMACS,deep,dualdeep,T2_150_150_0.wclq,10,summary,1,150,150,215,215,215,215,215,215,215,215,215,215,0.0,215,215,215
DIMACS,deep,dualdeep,T2_150_150_1.wclq,10,summary,1,150,150,161,161,161,161,161,161,161,161,161,161,0.0,161,161,161
DIMACS,deep,dualdeep,T2_150_150_2.wclq,10,summary,1,150,150,187,187,187,187,187,187,187,187,187,187,0.0,187,187,187
DIMACS,deep,dualdeep,T2_150_150_3.wclq,10,summary,1,150,150,183,183,183,183,183,183,183,183,183,183,0.0,183,183,183
DIMACS,deep,dualdeep,T2_150_150_4.wclq,10,summary,1,150,150,169,169,169,169,169,169,169,169,169,169,0.0,169,169,169
DIMACS,deep,dualdeep,T2_150_150_5.wclq,10,summary,1,150,150,158,158,158,158,158,158,158,158,158,158,0.0,158,158,158
DIMACS,deep,dualdeep,T2_150_150_6.wclq,10,summary,1,150,150,193,193,193,193,193,193,193,193,193,193,0.0,193,193,193
DIMACS,deep,dualdeep,T2_150_150_7.wclq,10,summary,1,150,150,189,189,189,189,189,189,189,189,189,189,0.0,189,189,189
DIMACS,deep,dualdeep,T2_150_150_8.wclq,10,summary,1,150,150,189,189,189,189,189,189,189,189,189,189,0.0,189,189,189
DIMACS,deep,dualdeep,T2_150_150_9.wclq,10,summary,1,150,150,201,201,201,201,201,201,201,201,201,201,0.0,201,201,201
DIMACS,deep,dualdeep,T2_150_2000_2.wclq,10,summary,1,150,2000,774,774,774,774,774,774,774,781,781,781,0.009,781,781,781
DIMACS,deep,dualdeep,T2_150_250_0.wclq,10,summary,1,150,250,269,269,269,269,269,269,269,269,269,269,0.0,269,269,269
DIMACS,deep,dualdeep,T2_150_250_1.wclq,10,summary,1,150,250,207,207,207,207,207,207,207,207,207,207,0.0,207,207,207
DIMACS,deep,dualdeep,T2_150_250_2.wclq,10,summary,1,150,250,238,238,238,238,238,238,238,238,238,238,0.0,238,238,238
DIMACS,deep,dualdeep,T2_150_250_3.wclq,10,summary,1,150,250,233,233,233,233,233,233,233,233,233,233,0.0,233,233,233
DIMACS,deep,dualdeep,T2_150_250_4.wclq,10,summary,1,150,250,226,226,226,227,227,227,227,227,227,227,0.0,227,227,227
DIMACS,deep,dualdeep,T2_150_250_5.wclq,10,summary,1,150,250,195,195,195,195,195,195,195,195,195,195,0.0,195,195,195
DIMACS,deep,dualdeep,T2_150_250_6.wclq,10,summary,1,150,250,226,226,226,228,228.8,229,229,233,233,233,0.01806,233,233,233
DIMACS,deep,dualdeep,T2_150_250_7.wclq,10,summary,1,150,250,231,231,231,233,233,233,233,236,236,236,0.0127,236,236,236
DIMACS,deep,dualdeep,T2_150_250_8.wclq,10,summary,1,150,250,240,240,240,242,242,242,242,242,242,242,0.0,242,242,242
DIMACS,deep,dualdeep,T2_150_250_9.wclq,10,summary,1,150,250,248,248,248,248,248,248,248,248,248,248,0.0,248,248,248
DIMACS,deep,dualdeep,T2_150_3000_3.wclq,4,summary,1,150,3000,834,834,834,834,834.75,834,837,1053,1053,1053,0.207275,1053,1053,1053
DIMACS,deep,dualdeep,T2_150_3000_4.wclq,10,summary,1,150,3000,398,398,398,401,401,401,401,416,416,416,0.0361,416,416,416
DIMACS,deep,dualdeep,T2_150_3000_6.wclq,10,summary,1,150,3000,528,528,528,585,585,585,585,610,610,610,0.041,610,610,610
DIMACS,deep,dualdeep,T2_150_3000_9.wclq,2,summary,1,150,3000,826,826,826,847,847,847,847,897,897,897,0.0557,897,897,897
DIMACS,deep,dualdeep,T2_150_500_0.wclq,1,summary,1,150,500,387,387,387,389,389,389,389,403,403,403,0.0347,403,403,403
DIMACS,deep,dualdeep,T2_150_500_1.wclq,10,summary,1,150,500,291,291,291,291,291.2,291,292,294,294,294,0.00952,294,294,294
DIMACS,deep,dualdeep,T2_150_500_4.wclq,2,summary,1,150,500,321,321,321,323,323,323,323,340,340,340,0.05,340,340,340
DIMACS,deep,dualdeep,T2_150_500_6.wclq,2,summary,1,150,500,303,303,303,307,307,307,307,319,319,319,0.0376,319,319,319
DIMACS,deep,dualdeep,T2_150_500_7.wclq,10,summary,1,150,500,337,337,337,337,337,337,337,338,338,338,0.003,338,338,338
DIMACS,deep,dualdeep,T2_150_500_9.wclq,6,summary,1,150,500,351,351,351,359,359,359,359,367,367,367,0.0218,367,367,367
DIMACS,deep,dualdeep,T2_150_750_1.wclq,10,summary,1,150,750,357,357,357,357,357,357,357,357,357,357,0.0,357,357,357
DIMACS,deep,dualdeep,T2_150_750_2.wclq,2,summary,1,150,750,450,450,450,466,466,466,466,473,473,473,0.0148,473,473,473
DIMACS,deep,dualdeep,T2_150_750_6.wclq,9,summary,1,150,750,338,338,338,338,338,338,338,347,347,347,0.0259,347,347,347
DIMACS,deep,dualdeep,T2_200_1000_1.wclq,6,summary,1,200,1000,550,550,550,551,551.8333333333334,552,552,554,554,554,0.0039000000000000003,554,554,554
DIMACS,deep,dualdeep,T2_200_1000_2.wclq,7,summary,1,200,1000,540,540,540,542,544.4285714285714,545,546,563,563,563,0.032985714285714285,563,563,563
DIMACS,deep,dualdeep,T2_200_250_0.wclq,10,summary,1,200,250,310,310,310,310,310,310,310,310,310,310,0.0,310,310,310
DIMACS,deep,dualdeep,T2_200_250_1.wclq,10,summary,1,200,250,257,257,257,257,257,257,257,257,257,257,0.0,257,257,257
DIMACS,deep,dualdeep,T2_200_250_2.wclq,10,summary,1,200,250,276,276,276,276,276,276,276,276,276,276,0.0,276,276,276
DIMACS,deep,dualdeep,T2_200_250_3.wclq,10,summary,1,200,250,278,278,278,279,279,279,279,279,279,279,0.0,279,279,279
DIMACS,deep,dualdeep,T2_200_250_4.wclq,10,summary,1,200,250,264,264,264,264,264,264,264,264,264,264,0.0,264,264,264
DIMACS,deep,dualdeep,T2_200_250_5.wclq,10,summary,1,200,250,252,252,252,252,252,252,252,252,252,252,0.0,252,252,252
DIMACS,deep,dualdeep,T2_200_250_6.wclq,10,summary,1,200,250,249,249,249,249,249,249,249,249,249,249,0.0,249,249,249
DIMACS,deep,dualdeep,T2_200_250_7.wclq,10,summary,1,200,250,271,271,271,271,271,271,271,271,271,271,0.0,271,271,271
DIMACS,deep,dualdeep,T2_200_250_8.wclq,10,summary,1,200,250,261,261,261,261,261,261,261,261,261,261,0.0,261,261,261
DIMACS,deep,dualdeep,T2_200_250_9.wclq,10,summary,1,200,250,298,298,298,298,298,298,298,298,298,298,0.0,298,298,298
DIMACS,deep,dualdeep,T2_200_500_1.wclq,10,summary,1,200,500,334,334,334,335,335,335,335,335,335,335,0.0,335,335,335
DIMACS,deep,dualdeep,T2_200_500_2.wclq,10,summary,1,200,500,343,343,343,344,344,344,344,347,347,347,0.0086,347,347,347
DIMACS,deep,dualdeep,T2_200_500_3.wclq,8,summary,1,200,500,408,408,408,410,410.75,411,411,419,419,419,0.0197,419,419,419
DIMACS,deep,dualdeep,T2_200_500_4.wclq,10,summary,1,200,500,399,399,399,399,399,399,399,399,399,399,0.0,399,399,399
DIMACS,deep,dualdeep,T2_200_500_6.wclq,10,summary,1,200,500,333,333,333,333,333,333,333,333,333,333,0.0,333,333,333
DIMACS,deep,dualdeep,T2_200_500_7.wclq,10,summary,1,200,500,381,381,381,381,381,381,381,381,381,381,0.0,381,381,381
DIMACS,deep,dualdeep,T2_200_500_8.wclq,10,summary,1,200,500,356,356,356,357,357,357,357,359,359,359,0.0056,359,359,359
DIMACS,deep,dualdeep,T2_200_500_9.wclq,3,summary,1,200,500,454,454,454,459,459,459,459,460,460,460,0.0022,460,460,460
DIMACS,deep,dualdeep,T2_200_750_0.wclq,10,summary,1,200,750,564,564,564,566,566.1,566,567,572,572,572,0.01032,572,572,572
DIMACS,deep,dualdeep,T2_200_750_5.wclq,3,summary,1,200,750,470,470,470,475,475,475,475,485,485,485,0.0206,485,485,485
DIMACS,deep,dualdeep,T2_200_750_6.wclq,10,summary,1,200,750,435,435,435,437,438.8,439,439,443,443,443,0.00945,443,443,443
DIMACS,deep,dualdeep,T2_200_750_7.wclq,8,summary,1,200,750,442,442,442,445,446.5,446.5,448,449,449,449,0.00555,449,449,449
DIMACS,deep,dualdeep,T2_200_750_8.wclq,1,summary,1,200,750,443,443,443,448,448,448,448,459,459,459,0.024,459,459,459
DIMACS,deep,dualdeep,T2_250_1000_0.wclq,1,summary,1,250,1000,655,655,655,667,667,667,667,695,695,695,0.0403,695,695,695
DIMACS,deep,dualdeep,T2_250_1000_4.wclq,2,summary,1,250,1000,609,609,609,618,618,618,618,618,618,618,0.0,618,618,618
DIMACS,deep,dualdeep,T2_250_1000_5.wclq,10,summary,1,250,1000,595,595,595,599,601.5,602,603,603,603,603,0.00251,603,603,603
DIMACS,deep,dualdeep,T2_250_250_0.wclq,10,summary,1,250,250,317,317,317,317,317,317,317,317,317,317,0.0,317,317,317
DIMACS,deep,dualdeep,T2_250_250_1.wclq,10,summary,1,250,250,294,294,294,294,294,294,294,294,294,294,0.0,294,294,294
DIMACS,deep,dualdeep,T2_250_250_2.wclq,10,summary,1,250,250,304,304,304,305,305,305,305,305,305,305,0.0,305,305,305
DIMACS,deep,dualdeep,T2_250_250_3.wclq,10,summary,1,250,250,313,313,313,313,313,313,313,313,313,313,0.0,313,313,313
DIMACS,deep,dualdeep,T2_250_250_4.wclq,10,summary,1,250,250,332,332,332,332,332,332,332,332,332,332,0.0,332,332,332
DIMACS,deep,dualdeep,T2_250_250_5.wclq,10,summary,1,250,250,284,284,284,284,284,284,284,284,284,284,0.0,284,284,284
DIMACS,deep,dualdeep,T2_250_250_6.wclq,10,summary,1,250,250,283,283,283,283,283,283,283,283,283,283,0.0,283,283,283
DIMACS,deep,dualdeep,T2_250_250_7.wclq,10,summary,1,250,250,295,295,295,295,295,295,295,295,295,295,0.0,295,295,295
DIMACS,deep,dualdeep,T2_250_250_8.wclq,10,summary,1,250,250,306,306,306,306,306,306,306,306,306,306,0.0,306,306,306
DIMACS,deep,dualdeep,T2_250_250_9.wclq,10,summary,1,250,250,330,330,330,331,331,331,331,331,331,331,0.0,331,331,331
DIMACS,deep,dualdeep,T2_250_3000_4.wclq,4,summary,1,250,3000,1012,1012,1012,1016,1018,1016,1024,1104,1104,1104,0.0779,1104,1104,1104
DIMACS,deep,dualdeep,T2_250_3000_6.wclq,7,summary,1,250,3000,1004,1004,1004,1038,1040.142857142857,1041,1041,1115,1115,1115,0.06717142857142858,1115,1115,1115
DIMACS,deep,dualdeep,T2_250_500_0.wclq,10,summary,1,250,500,426,426,426,429,429,429,429,430,430,430,0.0023,430,430,430
DIMACS,deep,dualdeep,T2_250_500_1.wclq,3,summary,1,250,500,414,414,414,415,415,415,415,420,420,420,0.0119,420,420,420
DIMACS,deep,dualdeep,T2_250_500_2.wclq,10,summary,1,250,500,452,452,452,455,455.1,455,456,457,457,457,0.0041800000000000006,457,457,457
DIMACS,deep,dualdeep,T2_250_500_4.wclq,10,summary,1,250,500,467,467,467,469,469,469,469,469,469,469,0.0,469,469,469
DIMACS,deep,dualdeep,T2_250_500_5.wclq,10,summary,1,250,500,403,403,403,404,404.8,405,405,406,406,406,0.00298,406,406,406
DIMACS,deep,dualdeep,T2_250_500_6.wclq,10,summary,1,250,500,426,426,426,427,428.6,429,429,434,434,434,0.01242,434,434,434
DIMACS,deep,dualdeep,T2_250_500_7.wclq,10,summary,1,250,500,381,381,381,382,383.1,383,384,385,385,385,0.00494,385,385,385
DIMACS,deep,dualdeep,T2_250_500_8.wclq,7,summary,1,250,500,448,448,448,452,453.2857142857143,453,454,459,459,459,0.012471428571428573,459,459,459
DIMACS,deep,dualdeep,T2_250_500_9.wclq,10,summary,1,250,500,478,478,478,479,479.2,479,480,481,481,481,0.00378,481,481,481
DIMACS,deep,dualdeep,T2_250_750_4.wclq,2,summary,1,250,750,552,552,552,554,554.5,554.5,555,567,567,567,0.02205,567,567,567
DIMACS,deep,dualdeep,T2_250_750_6.wclq,10,summary,1,250,750,536,536,536,538,538.8,539,539,543,543,543,0.00776,543,543,543
DIMACS,deep,dualdeep,T2_250_750_7.wclq,10,summary,1,250,750,486,486,486,491,491,491,491,491,491,491,0.0,491,491,491
DIMACS,deep,dualdeep,T2_250_750_9.wclq,4,summary,1,250,750,578,578,578,583,584,584,585,592,592,592,0.0135,592,592,592
DIMACS,deep,dualdeep,T2_300_1000_1.wclq,3,summary,1,300,1000,630,630,630,635,635.6666666666666,636,636,653,653,653,0.026533333333333336,653,653,653
DIMACS,deep,dualdeep,T2_300_1000_4.wclq,10,summary,1,300,1000,745,745,745,758,758.5,758.5,759,765,765,765,0.008499999999999999,765,765,765
DIMACS,deep,dualdeep,T2_300_300_0.wclq,10,summary,1,300,300,390,390,390,391,391,391,391,393,393,393,0.0051,393,393,393
DIMACS,deep,dualdeep,T2_300_300_1.wclq,10,summary,1,300,300,339,339,339,339,339,339,339,339,339,339,0.0,339,339,339
DIMACS,deep,dualdeep,T2_300_300_2.wclq,10,summary,1,300,300,374,374,374,374,374,374,374,374,374,374,0.0,374,374,374
DIMACS,deep,dualdeep,T2_300_300_3.wclq,10,summary,1,300,300,375,375,375,375,375,375,375,375,375,375,0.0,375,375,375
DIMACS,deep,dualdeep,T2_300_300_4.wclq,10,summary,1,300,300,376,376,376,376,376,376,376,376,376,376,0.0,376,376,376
DIMACS,deep,dualdeep,T2_300_300_5.wclq,10,summary,1,300,300,345,345,345,345,345,345,345,345,345,345,0.0,345,345,345
DIMACS,deep,dualdeep,T2_300_300_6.wclq,10,summary,1,300,300,359,359,359,359,359,359,359,359,359,359,0.0,359,359,359
DIMACS,deep,dualdeep,T2_300_300_7.wclq,10,summary,1,300,300,352,352,352,352,352,352,352,352,352,352,0.0,352,352,352
DIMACS,deep,dualdeep,T2_300_300_8.wclq,10,summary,1,300,300,373,373,373,373,373,373,373,373,373,373,0.0,373,373,373
DIMACS,deep,dualdeep,T2_300_300_9.wclq,10,summary,1,300,300,411,411,411,412,412,412,412,413,413,413,0.0024,413,413,413
DIMACS,deep,dualdeep,T2_300_500_0.wclq,10,summary,1,300,500,518,518,518,520,520.6,521,521,521,521,521,0.00076,521,521,521
DIMACS,deep,dualdeep,T2_300_500_1.wclq,10,summary,1,300,500,416,416,416,416,416,416,416,416,416,416,0.0,416,416,416
DIMACS,deep,dualdeep,T2_300_500_2.wclq,10,summary,1,300,500,479,479,479,479,479,479,479,479,479,479,0.0,479,479,479
DIMACS,deep,dualdeep,T2_300_500_3.wclq,10,summary,1,300,500,491,491,491,493,493,493,493,493,493,493,0.0,493,493,493
DIMACS,deep,dualdeep,T2_300_500_4.wclq,10,summary,1,300,500,486,486,486,486,486.1,486,487,491,491,491,0.00999,491,491,491
DIMACS,deep,dualdeep,T2_300_500_5.wclq,10,summary,1,300,500,436,436,436,436,437.5,438,438,442,442,442,0.01015,442,442,442
DIMACS,deep,dualdeep,T2_300_500_6.wclq,10,summary,1,300,500,456,456,456,456,456,456,456,463,463,463,0.015099999999999999,463,463,463
DIMACS,deep,dualdeep,T2_300_500_7.wclq,10,summary,1,300,500,436,436,436,436,436,436,436,436,436,436,0.0,436,436,436
